Variable;Description;Class;ClassFile;Domain;Type;Sex;Covariates
H67;Otitis media in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H68;Eustachian salpingitis and obstruction;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H69;Other and unspecified disorders of Eustachian tube;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H70;Mastoiditis and related conditions;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H71;Cholesteatoma of middle ear;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H72;Perforation of tympanic membrane;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H73;Other disorders of tympanic membrane;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H74;Other disorders of middle ear mastoid;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H75;Other disorders of middle ear and mastoid in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H80;Otosclerosis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H81;Disorders of vestibular function;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H82;Vertiginous syndromes in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H83;Other diseases of inner ear;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H90;Conductive and sensorineural hearing loss;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H91;Other and unspecified hearing loss;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H92;Otalgia and effusion of ear;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H93;Other disorders of ear, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H94;Other disorders of ear in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H95;Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
I00;Rheumatic fever without heart involvement;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I01;Rheumatic fever with heart involvement;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I02;Rheumatic chorea;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I05;Rheumatic mitral valve diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I06;Rheumatic aortic valve diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I07;Rheumatic tricuspid valve diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I08;Multiple valve diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I09;Other rheumatic heart diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I10;Essential (primary) hypertension;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I11;Hypertensive heart disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I12;Hypertensive chronic kidney disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I13;Hypertensive heart and chronic kidney disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I15;Secondary hypertension;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I20;Angina pectoris;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I21;ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I22;Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I23;Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period);ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I24;Other acute ischemic heart diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I25;Chronic ischemic heart disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I26;Pulmonary embolism;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I27;Other pulmonary heart diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I28;Other diseases of pulmonary vessels;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I30;Acute pericarditis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I31;Other diseases of pericardium;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I32;Pericarditis in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I33;Acute and subacute endocarditis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I34;Nonrheumatic mitral valve disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I35;Nonrheumatic aortic valve disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I36;Nonrheumatic tricuspid valve disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I37;Nonrheumatic pulmonary valve disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I38;Endocarditis, valve unspecified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I39;Endocarditis and heart valve disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I40;Acute myocarditis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I41;Myocarditis in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I42;Cardiomyopathy;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I43;Cardiomyopathy in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I44;Atrioventricular and left bundle-branch block;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I45;Other conduction disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I46;Cardiac arrest;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I47;Paroxysmal tachycardia;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I48;Atrial fibrillation and flutter;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I49;Other cardiac arrhythmias;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I50;Heart failure;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I51;Complications and ill-defined descriptions of heart disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I52;Other heart disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I60;Nontraumatic subarachnoid hemorrhage;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I61;Nontraumatic intracerebral hemorrhage;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I62;Other and unspecified nontraumatic intracranial hemorrhage;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I63;Cerebral infarction;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I65;Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I66;Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I67;Other cerebrovascular diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I68;Cerebrovascular disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I69;Sequelae of cerebrovascular disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I70;Atherosclerosis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I71;Aortic aneurysm and dissection;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I72;Other aneurysm;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I73;Other peripheral vascular diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I74;Arterial embolism and thrombosis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I75;Atheroembolism;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I76;Septic arterial embolism;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I77;Other disorders of arteries and arterioles;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I78;Diseases of capillaries;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I79;Disorders of arteries, arterioles and capillaries in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I80;Phlebitis and thrombophlebitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I81;Portal vein thrombosis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I82;Other venous embolism and thrombosis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I83;Varicose veins of lower extremities;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I85;Esophageal varices;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I86;Varicose veins of other sites;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I87;Other disorders of veins;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I88;Nonspecific lymphadenitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I89;Other noninfective disorders of lymphatic vessels and lymph nodes;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I95;Hypotension;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I96;Gangrene, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I97;Intraoperative and postprocedural complications and disorders of circulatory system, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
I99;Other and unspecified disorders of circulatory system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the circulatory system;binary;both;sex
J00;Acute nasopharyngitis [common cold];ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J01;Acute sinusitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J02;Acute pharyngitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J03;Acute tonsillitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J04;Acute laryngitis and tracheitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J05;Acute obstructive laryngitis [croup] and epiglottitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J06;Acute upper respiratory infections of multiple and unspecified sites;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J09;Influenza due to certain identified influenza viruses;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J10;Influenza due to other identified influenza virus;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J11;Influenza due to unidentified influenza virus;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J12;Viral pneumonia, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J13;Pneumonia due to Streptococcus pneumoniae;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J14;Pneumonia due to Hemophilus influenzae;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J15;Bacterial pneumonia, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J16;Pneumonia due to other infectious organisms, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J17;Pneumonia in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J18;Pneumonia, unspecified organism;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J20;Acute bronchitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J21;Acute bronchiolitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J22;Unspecified acute lower respiratory infection;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J30;Vasomotor and allergic rhinitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
J31;Chronic rhinitis, nasopharyngitis and pharyngitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the respiratory system;binary;both;sex
