Variable;Description;Class;ClassFile;Domain;Type;Sex;Covariates
E63;Other nutritional deficiencies;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E64;Sequelae of malnutrition and other nutritional deficiencies;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E65;Localized adiposity;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E66;Overweight and obesity;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E67;Other hyperalimentation;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E68;Sequelae of hyperalimentation;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E70;Disorders of aromatic amino-acid metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E71;Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E72;Other disorders of amino-acid metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E73;Lactose intolerance;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E74;Other disorders of carbohydrate metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E75;Disorders of sphingolipid metabolism and other lipid storage disorders;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E76;Disorders of glycosaminoglycan metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E77;Disorders of glycoprotein metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E78;Disorders of lipoprotein metabolism and other lipidemias;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E79;Disorders of purine and pyrimidine metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E80;Disorders of porphyrin and bilirubin metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E83;Disorders of mineral metabolism;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E84;Cystic fibrosis;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E85;Amyloidosis;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E86;Volume depletion;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E87;Other disorders of fluid, electrolyte and acid-base balance;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E88;Other and unspecified metabolic disorders;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
E89;Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Endocrine, nutritional and metabolic diseases;binary;both;sex
F01;Vascular dementia;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F02;Dementia in other diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F03;Unspecified dementia;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F04;Amnestic disorder due to known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F05;Delirium due to known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F06;Other mental disorders due to known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F07;Personality and behavioral disorders due to known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F09;Unspecified mental disorder due to known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F10;Alcohol related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F11;Opioid related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F12;Cannabis related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F13;Sedative, hypnotic, or anxiolytic related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F14;Cocaine related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F15;Other stimulant related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F16;Hallucinogen related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F17;Nicotine dependence;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F18;Inhalant related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F19;Other psychoactive substance related disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F20;Schizophrenia;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F21;Schizotypal disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F22;Delusional disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F23;Brief psychotic disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F24;Shared psychotic disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F25;Schizoaffective disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F28;Other psychotic disorder not due to a substance or known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F29;Unspecified psychosis not due to a substance or known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F30;Manic episode;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F31;Bipolar disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F32;Major depressive disorder, single episode;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F33;Major depressive disorder, recurrent;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F34;Persistent mood [affective] disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F39;Unspecified mood [affective] disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F40;Phobic anxiety disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F41;Other anxiety disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F42;Obsessive-compulsive disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F43;Reaction to severe stress, and adjustment disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F44;Dissociative and conversion disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F45;Somatoform disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F48;Other nonpsychotic mental disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F50;Eating disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F51;Sleep disorders not due to a substance or known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F52;Sexual dysfunction not due to a substance or known physiological condition;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F53;Puerperal psychosis;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F54;Psychological and behavioral factors associated with disorders or diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F55;Abuse of non-psychoactive substances;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F59;Unspecified behavioral syndromes associated with physiological disturbances and physical factors;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F60;Specific personality disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F63;Impulse disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F64;Gender identity disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F65;Paraphilias;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F66;Other sexual disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F68;Other disorders of adult personality and behavior;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F69;Unspecified disorder of adult personality and behavior;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F70;Mild intellectual disabilities;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F71;Moderate intellectual disabilities;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F72;Severe intellectual disabilities;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F73;Profound intellectual disabilities;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F78;Other intellectual disabilities;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F79;Unspecified intellectual disabilities;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F80;Specific developmental disorders of speech and language;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F81;Specific developmental disorders of scholastic skills;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F82;Specific developmental disorder of motor function;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F84;Pervasive developmental disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F88;Other disorders of psychological development;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F89;Unspecified disorder of psychological development;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F90;Attention-deficit hyperactivity disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F91;Conduct disorders;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F93;Emotional disorders with onset specific to childhood;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F94;Disorders of social functioning with onset specific to childhood and adolescence;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F95;Tic disorder;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F98;Other behavioral and emotional disorders with onset usually occurring in childhood and adolescence;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
F99;Mental disorder, not otherwise specified;ICD_codes;data/phenotypes/icd_codes.csv;Mental, Behavioral and Neurodevelopmental disorders;binary;both;sex
G00;Bacterial meningitis, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G01;Meningitis in bacterial diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G02;Meningitis in other infectious and parasitic diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G03;Meningitis due to other and unspecified causes;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G04;Encephalitis, myelitis and encephalomyelitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G05;Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G06;Intracranial and intraspinal abscess and granuloma;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G07;Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G08;Intracranial and intraspinal phlebitis and thrombophlebitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G09;Sequelae of inflammatory diseases of central nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G10;Huntington's disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G11;Hereditary ataxia;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G12;Spinal muscular atrophy and related syndromes;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G13;Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G14;Postpolio syndrome;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G20;Parkinson's disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G21;Secondary parkinsonism;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G23;Other degenerative diseases of basal ganglia;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G24;Dystonia;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G25;Other extrapyramidal and movement disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G26;Extrapyramidal and movement disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G30;Alzheimer's disease;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G31;Other degenerative diseases of nervous system, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G32;Other degenerative disorders of nervous system in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G35;Multiple sclerosis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G36;Other acute disseminated demyelination;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G37;Other demyelinating diseases of central nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G40;Epilepsy and recurrent seizures;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G43;Migraine;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G44;Other headache syndromes;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G45;Transient cerebral ischemic attacks and related syndromes;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G46;Vascular syndromes of brain in cerebrovascular diseases;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G47;Sleep disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G50;Disorders of trigeminal nerve;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G51;Facial nerve disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G52;Disorders of other cranial nerves;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G53;Cranial nerve disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G54;Nerve root and plexus disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G55;Nerve root and plexus compressions in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G56;Mononeuropathies of upper limb;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G57;Mononeuropathies of lower limb;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G58;Other mononeuropathies;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G59;Mononeuropathy in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G60;Hereditary and idiopathic neuropathy;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G61;Inflammatory polyneuropathy;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G62;Other and unspecified polyneuropathies;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G63;Polyneuropathy in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G64;Other disorders of peripheral nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G65;Sequelae of inflammatory and toxic polyneuropathies;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G70;Myasthenia gravis and other myoneural disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G71;Primary disorders of muscles;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G72;Other and unspecified myopathies;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G73;Disorders of myoneural junction and muscle in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G80;Cerebral palsy;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G81;Hemiplegia and hemiparesis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G82;Paraplegia (paraparesis) and quadriplegia (quadriparesis);ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G83;Other paralytic syndromes;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G89;Pain, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G90;Disorders of autonomic nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G91;Hydrocephalus;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G92;Toxic encephalopathy;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G93;Other disorders of brain;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G94;Other disorders of brain in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G95;Other and unspecified diseases of spinal cord;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G96;Other disorders of central nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G97;Intraoperative and postprocedural complications and disorders of nervous system, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G98;Other disorders of nervous system not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
G99;Other disorders of nervous system in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the nervous system;binary;both;sex
H00;Hordeolum and chalazion;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H01;Other inflammation of eyelid;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H02;Other disorders of eyelid;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H04;Disorders of lacrimal system;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H05;Disorders of orbit;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H10;Conjunctivitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H11;Other disorders of conjunctiva;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H15;Disorders of sclera;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H16;Keratitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H17;Corneal scars and opacities;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H18;Other disorders of cornea;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H20;Iridocyclitis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H21;Other disorders of iris and ciliary body;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H22;Disorders of iris and ciliary body in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H25;Age-related cataract;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H26;Other cataract;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H27;Other disorders of lens;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H28;Cataract in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H30;Chorioretinal inflammation;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H31;Other disorders of choroid;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H32;Chorioretinal disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H33;Retinal detachments and breaks;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H34;Retinal vascular occlusions;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H35;Other retinal disorders;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H36;Retinal disorders in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H40;Glaucoma;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H42;Glaucoma in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H43;Disorders of vitreous body;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H44;Disorders of globe;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H46;Optic neuritis;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H47;Other disorders of optic [2nd] nerve and visual pathways;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H49;Paralytic strabismus;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H50;Other strabismus;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H51;Other disorders of binocular movement;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H52;Disorders of refraction and accommodation;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H53;Visual disturbances;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H54;Blindness and low vision;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H55;Nystagmus and other irregular eye movements;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H57;Other disorders of eye and adnexa;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H59;Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the eye and adnexa;binary;both;sex
H60;Otitis externa;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H61;Other disorders of external ear;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H62;Disorders of external ear in diseases classified elsewhere;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H65;Nonsuppurative otitis media;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
H66;Suppurative and unspecified otitis media;ICD_codes;data/phenotypes/icd_codes.csv;Diseases of the ear and mastoid process;binary;both;sex
